Timestamp,Latency
0,0.002640247344970703
1,0.0020208358764648438
2,0.0018880367279052734
3,0.0019681453704833984
4,0.0021047592163085938
5,0.001837015151977539
6,0.0018889904022216797
7,0.0019631385803222656
8,0.0025720596313476562
9,0.002331972122192383
10,0.0017769336700439453
11,0.0017571449279785156
12,0.001993894577026367
13,0.0020668506622314453
14,0.0018610954284667969
15,0.001796722412109375
16,0.0017600059509277344
17,0.0022683143615722656
18,0.00208282470703125
19,0.0016849040985107422
20,0.001734018325805664
21,0.0022559165954589844
22,0.001817941665649414
23,0.001741647720336914
24,0.00180816650390625
25,0.0019829273223876953
26,0.0021200180053710938
27,0.0018200874328613281
28,0.0018839836120605469
29,0.0017201900482177734
30,0.0023899078369140625
31,0.002309083938598633
32,0.0019497871398925781
33,0.0018799304962158203
34,0.0026979446411132812
35,0.001898050308227539
36,0.0016200542449951172
37,0.0016438961029052734
38,0.005555868148803711
39,0.001936197280883789
40,0.0020351409912109375
41,0.00315093994140625
42,0.002172231674194336
43,0.001767873764038086
44,0.002223968505859375
45,0.0019469261169433594
46,0.0017290115356445312
47,0.001689910888671875
48,0.0023038387298583984
49,0.0019731521606445312
50,0.0018458366394042969
51,0.002086162567138672
52,0.0020151138305664062
53,0.0027399063110351562
54,0.00191497802734375
55,0.0018191337585449219
56,0.0022857189178466797
57,0.002103090286254883
58,0.002017974853515625
59,0.0018329620361328125
60,0.00203704833984375
61,0.0021209716796875
62,0.001958131790161133
63,0.0017309188842773438
64,0.004731178283691406
65,0.0023560523986816406
66,0.005960941314697266
67,0.03597402572631836
68,0.0030100345611572266
69,0.0034210681915283203
70,0.0028409957885742188
71,0.0028100013732910156
72,0.0023970603942871094
73,0.002251148223876953
74,0.0018398761749267578
75,0.003206968307495117
76,0.001959085464477539
77,0.0016641616821289062
78,0.0018749237060546875
79,0.0023119449615478516
80,0.0017888545989990234
81,0.0018150806427001953
82,0.0018301010131835938
83,0.0020880699157714844
84,0.002032756805419922
85,0.002019166946411133
86,0.001772165298461914
87,0.0023076534271240234
88,0.0020422935485839844
89,0.002157926559448242
90,0.0021021366119384766
91,0.0021407604217529297
92,0.003111124038696289
93,0.002196788787841797
94,0.0023381710052490234
95,0.002318143844604492
96,0.0018999576568603516
97,0.0017628669738769531
98,0.002093076705932617
99,0.0022568702697753906
