Timestamp,Latency
0,0.0030689239501953125
1,0.0019807815551757812
2,0.002370119094848633
3,0.0027370452880859375
4,0.001996755599975586
5,0.0018930435180664062
6,0.005352020263671875
7,0.0018548965454101562
8,0.005026102066040039
9,0.002212047576904297
10,0.00627589225769043
11,0.0018451213836669922
12,0.0020020008087158203
13,0.002157926559448242
14,0.002328157424926758
15,0.002371072769165039
16,0.0021677017211914062
17,0.002741098403930664
18,0.0027360916137695312
19,0.002017974853515625
20,0.0022270679473876953
21,0.0022759437561035156
22,0.001789093017578125
23,0.0019500255584716797
24,0.0023107528686523438
25,0.0021812915802001953
26,0.002008676528930664
27,0.0019681453704833984
28,0.0020182132720947266
29,0.002542734146118164
30,0.001936197280883789
31,0.001798868179321289
32,0.0019159317016601562
33,0.0025331974029541016
34,0.0017170906066894531
35,0.0017659664154052734
36,0.0021338462829589844
37,0.0023081302642822266
38,0.0020089149475097656
39,0.001750946044921875
40,0.0017991065979003906
41,0.002257108688354492
42,0.0018129348754882812
43,0.0017511844635009766
44,0.001867055892944336
45,0.0028967857360839844
46,0.0019330978393554688
47,0.0020759105682373047
48,0.002129077911376953
49,0.002251148223876953
50,0.002752065658569336
51,0.0023992061614990234
52,0.0024487972259521484
53,0.0020668506622314453
54,0.001964092254638672
55,0.002081155776977539
56,0.0023276805877685547
57,0.0019431114196777344
58,0.001992940902709961
59,0.002131223678588867
60,0.002093791961669922
61,0.0021102428436279297
62,0.0018880367279052734
63,0.0019268989562988281
64,0.003834962844848633
65,0.002022266387939453
66,0.0017669200897216797
67,0.0017809867858886719
68,0.0022971630096435547
69,0.0018069744110107422
70,0.0018868446350097656
71,0.0018341541290283203
72,0.002228975296020508
73,0.0019118785858154297
74,0.001825094223022461
75,0.0017108917236328125
76,0.00189208984375
77,0.00213623046875
78,0.0017359256744384766
79,0.0017299652099609375
80,0.00191497802734375
81,0.002223968505859375
82,0.002056121826171875
83,0.0018668174743652344
84,0.0016970634460449219
85,0.0021066665649414062
86,0.0020890235900878906
87,0.0018846988677978516
88,0.001960277557373047
89,0.0021598339080810547
90,0.0017621517181396484
91,0.001992940902709961
92,0.0018858909606933594
93,0.0018448829650878906
94,0.004971027374267578
95,0.0017962455749511719
96,0.0022420883178710938
97,0.0019299983978271484
98,0.002051115036010742
99,0.001947164535522461
